year,state_name,district_name,rape_women_above_18,dowry_deaths,kidnapping_and_abduction,cruelty_by_husband_or_his_relatives
2018,Maharashtra,Buldhana,25.0,9.0,57.0,164.0
2018,Maharashtra,Chandrapur,41.0,4.0,97.0,114.0
2018,Maharashtra,Dhule,21.0,5.0,7.0,220.0
2018,Maharashtra,Gadchiroli,18.0,3.0,39.0,13.0
2018,Maharashtra,Gondia,16.0,4.0,78.0,44.0
2018,Maharashtra,Hingoli,13.0,4.0,16.0,88.0
2018,Maharashtra,Jalgaon,26.0,0.0,24.0,214.0
2018,Maharashtra,Jalna,32.0,8.0,0.0,275.0
2018,Maharashtra,Kolhapur,45.0,6.0,129.0,98.0
2018,Maharashtra,Latur,16.0,4.0,103.0,157.0
2018,Maharashtra,Mumbai,319.0,8.0,1344.0,520.0
2018,Maharashtra,Mumbai,1.0,0.0,1.0,0.0
2018,Maharashtra,Nagpur,69.0,6.0,320.0,129.0
2018,Maharashtra,Nagpur,0.0,0.0,1.0,0.0
2018,Maharashtra,Nagpur,55.0,2.0,0.0,30.0
2018,Maharashtra,Nanded,23.0,2.0,63.0,243.0
2018,Maharashtra,Nandurbar,16.0,0.0,41.0,53.0
2018,Maharashtra,Nashik,23.0,3.0,185.0,186.0
2018,Maharashtra,Nashik,39.0,9.0,133.0,229.0
2018,Maharashtra,Mumbai Suburban,61.0,1.0,262.0,150.0
2018,Maharashtra,Dharashiv,16.0,4.0,32.0,71.0
2018,Maharashtra,Palghar,100.0,4.0,316.0,63.0
2018,Maharashtra,Parbhani,23.0,9.0,35.0,227.0
2018,Maharashtra,Pune,103.0,6.0,312.0,268.0
2018,Maharashtra,Pune,0.0,0.0,0.0,0.0
2018,Maharashtra,Pune,91.0,9.0,279.0,214.0
2018,Maharashtra,Raigad,35.0,2.0,67.0,26.0
2018,Maharashtra,Ratnagiri,17.0,0.0,60.0,10.0
2018,Maharashtra,Sangli,54.0,15.0,142.0,78.0
2018,Maharashtra,Satara,54.0,2.0,177.0,112.0
2018,Maharashtra,Sindhudurg,4.0,0.0,15.0,4.0
2018,Maharashtra,Solapur,13.0,1.0,4.0,95.0
2018,Maharashtra,Solapur,52.0,5.0,106.0,116.0
2018,Maharashtra,Thane,150.0,6.0,511.0,317.0
2018,Maharashtra,Thane,67.0,3.0,12.0,127.0
2018,Maharashtra,Wardha,24.0,0.0,93.0,36.0
2018,Maharashtra,Washim,12.0,3.0,0.0,118.0
2018,Maharashtra,Yavatmal,46.0,4.0,62.0,288.0
2018,Maharashtra,Pune,102.0,3.0,161.0,139.0
2018,Maharashtra,Chhatrapati Sambhajinagar,0.0,0.0,6.0,0.0
2018,Manipur,Bishnupur,4.0,0.0,0.0,0.0
2018,Manipur,Chandel,1.0,0.0,0.0,0.0
2018,Manipur,Churachandpur,1.0,0.0,0.0,0.0
2018,Manipur,Imphal West,0.0,0.0,0.0,0.0
2018,Manipur,Imphal East,2.0,0.0,0.0,1.0
2018,Manipur,Imphal West,15.0,0.0,0.0,9.0
2018,Manipur,Senapati,1.0,0.0,0.0,0.0
2018,Manipur,Tamenglong,0.0,0.0,0.0,0.0
2018,Manipur,Thoubal,11.0,0.0,0.0,3.0
2018,Manipur,Ukhrul,0.0,0.0,0.0,1.0
2018,Meghalaya,East Garo Hills,0.0,0.0,0.0,0.0
2018,Meghalaya,South Garo Hills,3.0,0.0,0.0,2.0
2018,Meghalaya,South West Garo Hills,3.0,0.0,0.0,0.0
2018,Meghalaya,West Garo Hills,6.0,0.0,0.0,5.0
2018,Meghalaya,West Jaintia Hills,13.0,0.0,1.0,2.0
2018,Meghalaya,East Jaintia Hills,5.0,0.0,6.0,0.0
2018,Meghalaya,East Khasi Hills,7.0,1.0,0.0,6.0
2018,Meghalaya,South West Khasi Hills,1.0,0.0,0.0,0.0
2018,Meghalaya,West Khasi Hills,8.0,0.0,1.0,2.0
2018,Meghalaya,Ri Bhoi,16.0,0.0,12.0,0.0
2018,Meghalaya,East Khasi Hills,0.0,0.0,0.0,0.0
2018,Mizoram,Aizawl,8.0,0.0,0.0,3.0
2018,Mizoram,Champhai,5.0,0.0,0.0,1.0
2018,Mizoram,Kolasib,6.0,0.0,0.0,1.0
2018,Mizoram,Lawngtlai,0.0,0.0,0.0,0.0
2018,Mizoram,Lunglei,0.0,0.0,0.0,1.0
2018,Mizoram,Mamit,2.0,0.0,0.0,0.0
2018,Mizoram,Siaha,1.0,0.0,0.0,0.0
2018,Mizoram,Serchhip,5.0,0.0,0.0,0.0
2018,Mizoram,Aizawl,0.0,0.0,0.0,0.0
2018,Nagaland,Dimapur,2.0,0.0,32.0,0.0
2018,Nagaland,Kiphire,1.0,0.0,0.0,0.0
2018,Nagaland,Kohima,2.0,0.0,0.0,0.0
2018,Nagaland,Longleng,0.0,0.0,0.0,0.0
2018,Nagaland,Mokokchung,0.0,0.0,0.0,1.0
2018,Nagaland,Mon,1.0,0.0,0.0,1.0
2018,Nagaland,Peren,0.0,0.0,0.0,0.0
2018,Nagaland,Phek,0.0,0.0,0.0,0.0
2018,Nagaland,Tuensang,0.0,0.0,0.0,0.0
2018,Nagaland,Wokha,1.0,0.0,0.0,0.0
2018,Nagaland,Zunheboto,0.0,0.0,0.0,1.0
2018,Odisha,Anugul,56.0,13.0,96.0,114.0
2018,Odisha,Baleshwar,48.0,40.0,200.0,99.0
2018,Odisha,Bargarh,22.0,14.0,0.0,35.0
2018,Odisha,Baleshwar,8.0,2.0,67.0,18.0
2018,Odisha,Bhadrak,49.0,26.0,175.0,57.0
2018,Odisha,Balangir,23.0,11.0,0.0,57.0
2018,Odisha,Boudh,16.0,4.0,18.0,16.0
2018,Odisha,Cuttack,28.0,29.0,131.0,36.0
2018,Odisha,Khordha,32.0,5.0,0.0,120.0
2018,Odisha,Cuttack,23.0,9.0,126.0,52.0
2018,Odisha,Deogarh,13.0,1.0,23.0,14.0
2018,Odisha,Dhenkanal,10.0,8.0,0.0,41.0
2018,Odisha,Gajapati,11.0,1.0,20.0,36.0
2018,Odisha,Ganjam,38.0,13.0,127.0,78.0
2018,Odisha,Jagatsinghapur,23.0,16.0,90.0,35.0
2018,Odisha,Jajapur,50.0,37.0,156.0,64.0
2018,Odisha,Jharsuguda,13.0,3.0,37.0,24.0
2018,Odisha,Kalahandi,32.0,0.0,108.0,39.0
2018,Odisha,Kandhamal,37.0,1.0,73.0,55.0
2018,Odisha,Kendrapara,23.0,0.0,127.0,243.0
2018,Odisha,Kendujhar,27.0,15.0,115.0,53.0
2018,Odisha,Khordha,23.0,15.0,86.0,37.0
2018,Odisha,Koraput,27.0,3.0,99.0,77.0
2018,Odisha,Malkangiri,18.0,3.0,0.0,36.0
2018,Odisha,Mayurbhanj,55.0,24.0,0.0,73.0
2018,Odisha,Nayagarh,20.0,17.0,100.0,35.0
2018,Odisha,Nabarangpur,20.0,2.0,33.0,81.0
2018,Odisha,Nuapada,3.0,6.0,40.0,29.0
2018,Odisha,Puri,37.0,23.0,0.0,54.0
2018,Odisha,Rayagada,15.0,2.0,89.0,65.0
2018,Odisha,Sundargarh,33.0,7.0,108.0,58.0
2018,Odisha,Sambalpur,19.0,12.0,63.0,63.0
2018,Odisha,Sonepur,4.0,6.0,23.0,11.0
2018,Odisha,Cuttack,1.0,1.0,6.0,0.0
2018,Odisha,Sundargarh,0.0,0.0,1.0,0.0
2018,Odisha,Sundargarh,23.0,3.0,39.0,79.0
2018,Punjab,Amritsar,11.0,3.0,0.0,29.0
2018,Punjab,Barnala,13.0,0.0,0.0,28.0
2018,Punjab,Gurdaspur,8.0,2.0,0.0,32.0
2018,Punjab,Bathinda,31.0,6.0,0.0,75.0
2018,Punjab,Amritsar,8.0,5.0,6.0,80.0
2018,Punjab,Jalandhar,15.0,3.0,4.0,78.0
2018,Punjab,Ludhiana,55.0,8.0,0.0,167.0
2018,Punjab,Faridkot,11.0,2.0,0.0,23.0
2018,Punjab,Fatehgarh Sahib,7.0,0.0,0.0,41.0
2018,Punjab,Fazilka,25.0,4.0,0.0,18.0
2018,Punjab,Patiala,0.0,1.0,0.0,0.0
2018,Punjab,Gurdaspur,15.0,3.0,0.0,50.0
2018,Punjab,Hoshiarpur,23.0,4.0,0.0,50.0
2018,Punjab,Jalandhar,19.0,2.0,0.0,52.0
2018,Punjab,Kapurthala,12.0,1.0,0.0,57.0
2018,Punjab,Ludhiana,6.0,0.0,0.0,18.0
2018,Punjab,Ludhiana,17.0,0.0,0.0,20.0
2018,Punjab,Mansa,14.0,2.0,0.0,30.0
2018,Punjab,Moga,20.0,0.0,0.0,40.0
2018,Punjab,Sri Muktsar Sahib,14.0,5.0,0.0,15.0
2018,Punjab,Pathankot,3.0,2.0,0.0,21.0
2018,Punjab,Patiala,30.0,5.0,0.0,143.0
2018,Punjab,Rupnagar,11.0,0.0,0.0,50.0
2018,Punjab,Sangrur,39.0,5.0,0.0,76.0
2018,Punjab,Tarn Taran,13.0,1.0,0.0,48.0
2018,Punjab,S.A.S Nagar,1.0,0.0,0.0,0.0
2018,Punjab,S.A.S Nagar,0.0,0.0,0.0,0.0
2018,Punjab,S.A.S Nagar,0.0,0.0,0.0,79.0
2018,Punjab,Amritsar,0.0,0.0,0.0,0.0
2018,Rajasthan,Ajmer,112.0,14.0,109.0,704.0
2018,Rajasthan,Alwar,261.0,54.0,73.0,763.0
2018,Rajasthan,Banswara,63.0,6.0,3.0,114.0
2018,Rajasthan,Baran,64.0,5.0,0.0,341.0
2018,Rajasthan,Barmer,79.0,27.0,8.0,181.0
2018,Rajasthan,Bharatpur,163.0,22.0,36.0,553.0
2018,Rajasthan,Bhilwara,159.0,10.0,30.0,514.0
2018,Rajasthan,Bikaner,101.0,14.0,10.0,353.0
2018,Rajasthan,Bundi,69.0,2.0,19.0,271.0
2018,Rajasthan,Chittorgarh,69.0,3.0,31.0,388.0
2018,Rajasthan,Churu,102.0,12.0,0.0,417.0
2018,Rajasthan,Dausa,91.0,7.0,0.0,190.0
2018,Rajasthan,Dholpur,49.0,33.0,30.0,231.0
2018,Rajasthan,Dungarpur,42.0,6.0,0.0,85.0
2018,Rajasthan,Ajmer,2.0,1.0,4.0,0.0
2018,Rajasthan,Jodhpur,1.0,0.0,0.0,0.0
2018,Rajasthan,Ganganagar,151.0,8.0,50.0,631.0
2018,Rajasthan,Hanumangarh,96.0,4.0,49.0,473.0
2018,Rajasthan,Jaipur,68.0,5.0,81.0,245.0
2018,Rajasthan,Jaipur,46.0,4.0,0.0,200.0
2018,Rajasthan,Jaipur,71.0,10.0,19.0,234.0
2018,Rajasthan,Jaipur,71.0,3.0,69.0,204.0
2018,Rajasthan,Jaipur,63.0,7.0,95.0,344.0
2018,Rajasthan,Jaisalmer,12.0,7.0,3.0,36.0
2018,Rajasthan,Jalore,51.0,5.0,0.0,200.0
2018,Rajasthan,Jhalawar,89.0,6.0,106.0,335.0
2018,Rajasthan,Jhunjhunu,121.0,11.0,72.0,332.0
2018,Rajasthan,Jodhpur,41.0,4.0,3.0,155.0
2018,Rajasthan,Jodhpur,30.0,4.0,19.0,238.0
2018,Rajasthan,Jodhpur,35.0,19.0,5.0,117.0
2018,Rajasthan,Karauli,81.0,13.0,56.0,148.0
2018,Rajasthan,Kota,65.0,1.0,120.0,420.0
2018,Rajasthan,Kota,38.0,5.0,8.0,205.0
2018,Rajasthan,Nagaur,96.0,13.0,40.0,438.0
2018,Rajasthan,Pali,118.0,12.0,14.0,380.0
2018,Rajasthan,Pratapgarh,101.0,5.0,19.0,152.0
2018,Rajasthan,Rajsamand,38.0,6.0,26.0,209.0
2018,Rajasthan,Sawai Madhopur,73.0,6.0,20.0,241.0
2018,Rajasthan,Sikar,87.0,16.0,65.0,426.0
2018,Rajasthan,Sirohi,45.0,1.0,21.0,116.0
2018,Rajasthan,Tonk,31.0,7.0,19.0,288.0
2018,Rajasthan,Udaipur,159.0,6.0,118.0,378.0
2018,Rajasthan,Jaipur,0.0,0.0,0.0,0.0
2018,Rajasthan,Jaipur,0.0,0.0,0.0,0.0
2018,Rajasthan,Jaipur,1.0,0.0,0.0,0.0
2018,Rajasthan,Jaipur,0.0,0.0,0.0,0.0
2018,Sikkim,Gangtok,8.0,1.0,6.0,1.0
2018,Sikkim,Mangan,1.0,0.0,0.0,0.0
2018,Sikkim,Namchi,3.0,0.0,0.0,0.0
2018,Sikkim,Gyalshing,0.0,0.0,0.0,0.0
2018,Tamil Nadu,Ariyalur,4.0,1.0,1.0,3.0
2018,Tamil Nadu,Chennai,32.0,7.0,9.0,116.0
2018,Tamil Nadu,Coimbatore,1.0,0.0,0.0,13.0
2018,Tamil Nadu,Coimbatore,2.0,0.0,0.0,19.0
2018,Tamil Nadu,Cuddalore,19.0,9.0,0.0,23.0
2018,Tamil Nadu,Dharmapuri,1.0,0.0,11.0,4.0
2018,Tamil Nadu,Dindigul,8.0,1.0,15.0,32.0
2018,Tamil Nadu,Erode,2.0,1.0,2.0,20.0
2018,Tamil Nadu,Kanchipuram,13.0,2.0,0.0,3.0
2018,Tamil Nadu,Kanniyakumari,9.0,0.0,0.0,5.0
2018,Tamil Nadu,Karur,4.0,0.0,0.0,1.0
2018,Tamil Nadu,Krishnagiri,3.0,2.0,9.0,5.0
2018,Tamil Nadu,Madurai,11.0,0.0,0.0,39.0
2018,Tamil Nadu,Madurai,2.0,2.0,0.0,102.0
2018,Tamil Nadu,Nagapattinam,19.0,4.0,0.0,14.0
2018,Tamil Nadu,Namakkal,4.0,0.0,0.0,13.0
2018,Tamil Nadu,The Nilgiris,3.0,0.0,0.0,5.0
2018,Tamil Nadu,Perambalur,6.0,1.0,0.0,5.0
2018,Tamil Nadu,Pudukkottai,6.0,1.0,0.0,6.0
2018,Tamil Nadu,Ramanathapuram,7.0,0.0,5.0,2.0
2018,Tamil Nadu,Chennai,2.0,2.0,1.0,1.0
2018,Tamil Nadu,Tiruchirappalli,0.0,0.0,0.0,0.0
2018,Tamil Nadu,Salem,3.0,3.0,10.0,5.0
2018,Tamil Nadu,Salem,3.0,1.0,0.0,9.0
2018,Tamil Nadu,Sivaganga,6.0,2.0,0.0,32.0
2018,Tamil Nadu,Thanjavur,9.0,3.0,10.0,21.0
2018,Tamil Nadu,Theni,3.0,3.0,0.0,48.0
2018,Tamil Nadu,Tirunelveli,25.0,0.0,0.0,26.0
2018,Tamil Nadu,Tirunelveli,3.0,0.0,0.0,3.0
2018,Tamil Nadu,Thiruvallur,11.0,0.0,2.0,11.0
2018,Tamil Nadu,Tiruvannamalai,16.0,1.0,11.0,13.0
2018,Tamil Nadu,Thiruvarur,4.0,1.0,7.0,18.0
2018,Tamil Nadu,Tuticorin,14.0,0.0,0.0,31.0
2018,Tamil Nadu,Tiruppur,2.0,0.0,1.0,9.0
2018,Tamil Nadu,Tiruppur,0.0,0.0,0.0,8.0
2018,Tamil Nadu,Tiruchirappalli,14.0,3.0,2.0,20.0
2018,Tamil Nadu,Tiruchirappalli,1.0,1.0,0.0,45.0
2018,Tamil Nadu,Vellore,7.0,0.0,39.0,23.0
2018,Tamil Nadu,Villupuram,29.0,4.0,47.0,25.0
2018,Tamil Nadu,Virudhunagar,17.0,0.0,1.0,11.0
2018,Tamil Nadu,Coimbatore,0.0,0.0,0.0,0.0
2018,Tamil Nadu,Chennai,0.0,0.0,0.0,0.0
2018,Telangana,Hyderabad,89.0,31.0,170.0,818.0
2018,Telangana,Hyderabad,89.0,17.0,129.0,1343.0
2018,Telangana,Karimnagar,20.0,7.0,10.0,349.0
2018,Telangana,Khammam,10.0,4.0,57.0,185.0
2018,Telangana,Nizamabad,9.0,9.0,9.0,275.0
2018,Telangana,Yadadri Bhuvanagiri,154.0,22.0,0.0,699.0
2018,Telangana,Peddapalli,16.0,10.0,5.0,324.0
2018,Telangana,Siddipet,7.0,4.0,8.0,215.0
2018,Telangana,Warangal,18.0,13.0,92.0,270.0
2018,Telangana,Adilabad,11.0,2.0,8.0,129.0
2018,Telangana,Bhadradri Kothagudem,19.0,5.0,48.0,91.0
2018,Telangana,Jayashankar Bhupalapally,3.0,5.0,18.0,76.0
2018,Telangana,Jogulamba Gadwal,4.0,1.0,3.0,24.0
2018,Telangana,Kamareddy,9.0,4.0,16.0,129.0
2018,Telangana,Kumuram Bheem Asifabad,14.0,3.0,1.0,41.0
2018,Telangana,Mahabubabad,5.0,5.0,32.0,83.0
2018,Telangana,Mahabubnagar,30.0,4.0,0.0,103.0
2018,Telangana,Medak,0.0,4.0,13.0,123.0
2018,Telangana,Nagarkurnool,6.0,2.0,0.0,77.0
2018,Telangana,Nalgonda,20.0,5.0,11.0,259.0
2018,Telangana,Nirmal,8.0,1.0,3.0,53.0
2018,Telangana,Rajanna Sircilla,5.0,3.0,8.0,62.0
2018,Telangana,Sangareddy,9.0,6.0,0.0,140.0
2018,Telangana,Suryapet,20.0,4.0,0.0,179.0
2018,Telangana,Vikarabad,0.0,7.0,0.0,92.0
2018,Telangana,Wanaparthy,7.0,1.0,0.0,39.0
2018,Telangana,Hyderabad,0.0,0.0,0.0,0.0
2018,Tripura,Dhalai,9.0,1.0,4.0,37.0
2018,Tripura,Gomati,11.0,1.0,7.0,44.0
2018,Tripura,West Tripura,0.0,0.0,0.0,0.0
2018,Tripura,Khowai,4.0,1.0,2.0,10.0
2018,Tripura,North Tripura,14.0,2.0,13.0,22.0
2018,Tripura,Unakoti,8.0,3.0,2.0,39.0
2018,Tripura,South Tripura,14.0,2.0,5.0,51.0
2018,Tripura,Unakoti,14.0,5.0,11.0,23.0
2018,Tripura,West Tripura,23.0,3.0,11.0,77.0
2018,Uttar Pradesh,Agra,68.0,70.0,62.0,556.0
2018,Uttar Pradesh,Aligarh,52.0,54.0,391.0,431.0
2018,Uttar Pradesh,Prayagraj,59.0,72.0,0.0,1014.0
2018,Uttar Pradesh,Ambedkar Nagar,32.0,9.0,0.0,29.0
2018,Uttar Pradesh,Amethi,12.0,17.0,179.0,122.0
2018,Uttar Pradesh,Amroha,49.0,23.0,0.0,151.0
2018,Uttar Pradesh,Auraiya,16.0,28.0,4.0,193.0
2018,Uttar Pradesh,Azamgarh,38.0,32.0,0.0,145.0
2018,Uttar Pradesh,Budaun,26.0,41.0,0.0,332.0
2018,Uttar Pradesh,Baghpat,16.0,7.0,0.0,81.0
2018,Uttar Pradesh,Bahraich,29.0,53.0,0.0,31.0
2018,Uttar Pradesh,Ballia,9.0,26.0,30.0,99.0
2018,Uttar Pradesh,Balrampur,18.0,16.0,0.0,3.0
2018,Uttar Pradesh,Banda,16.0,32.0,8.0,77.0
2018,Uttar Pradesh,Bara Banki,31.0,37.0,0.0,316.0
2018,Uttar Pradesh,Bareilly,72.0,64.0,0.0,42.0
2018,Uttar Pradesh,Basti,22.0,16.0,24.0,137.0
2018,Uttar Pradesh,Bijnor,66.0,28.0,20.0,177.0
2018,Uttar Pradesh,Bulandshahr,39.0,58.0,0.0,493.0
2018,Uttar Pradesh,Chandauli,9.0,20.0,2.0,11.0
2018,Uttar Pradesh,Chitrakoot,17.0,14.0,20.0,40.0
2018,Uttar Pradesh,Deoria,32.0,20.0,0.0,48.0
2018,Uttar Pradesh,Etah,31.0,41.0,0.0,149.0
2018,Uttar Pradesh,Etawah,9.0,40.0,23.0,173.0
2018,Uttar Pradesh,Ayodhya,31.0,20.0,0.0,14.0
2018,Uttar Pradesh,Fatehpur,16.0,32.0,60.0,62.0
2018,Uttar Pradesh,Firozabad,24.0,44.0,26.0,132.0
2018,Uttar Pradesh,Lucknow,5.0,0.0,9.0,0.0
2018,Uttar Pradesh,Ghaziabad,113.0,32.0,0.0,483.0
2018,Uttar Pradesh,Ghazipur,17.0,34.0,53.0,123.0
2018,Uttar Pradesh,Gonda,29.0,32.0,0.0,43.0
2018,Uttar Pradesh,Gorakhpur,47.0,49.0,0.0,56.0
2018,Uttar Pradesh,Hamirpur,17.0,16.0,0.0,61.0
2018,Uttar Pradesh,Hapur,34.0,20.0,69.0,76.0
2018,Uttar Pradesh,Hardoi,32.0,75.0,122.0,416.0
2018,Uttar Pradesh,Hathras,13.0,24.0,141.0,155.0
2018,Uttar Pradesh,Jalaun,9.0,31.0,86.0,86.0
2018,Uttar Pradesh,Jaunpur,41.0,44.0,344.0,82.0
2018,Uttar Pradesh,Jhansi,22.0,26.0,17.0,187.0
2018,Uttar Pradesh,Kannauj,36.0,28.0,14.0,0.0
2018,Uttar Pradesh,Kanpur Dehat,10.0,26.0,0.0,172.0
2018,Uttar Pradesh,Kanpur Nagar,88.0,66.0,0.0,816.0
2018,Uttar Pradesh,Kasganj,34.0,29.0,0.0,90.0
2018,Uttar Pradesh,Kaushambi,14.0,33.0,92.0,97.0
2018,Uttar Pradesh,Kheri,30.0,64.0,58.0,168.0
2018,Uttar Pradesh,Kushinagar,20.0,18.0,11.0,32.0
2018,Uttar Pradesh,Lalitpur,25.0,19.0,15.0,50.0
2018,Uttar Pradesh,Lucknow,148.0,36.0,310.0,1434.0
2018,Uttar Pradesh,Mahrajganj,3.0,26.0,6.0,52.0
2018,Uttar Pradesh,Mahoba,17.0,19.0,11.0,25.0
2018,Uttar Pradesh,Mainpuri,10.0,37.0,0.0,158.0
2018,Uttar Pradesh,Mathura,68.0,40.0,0.0,229.0
2018,Uttar Pradesh,Mau,7.0,15.0,0.0,17.0
2018,Uttar Pradesh,Meerut,86.0,35.0,122.0,544.0
2018,Uttar Pradesh,Mirzapur,23.0,28.0,0.0,38.0
2018,Uttar Pradesh,Moradabad,51.0,36.0,0.0,385.0
2018,Uttar Pradesh,Muzaffarnagar,53.0,22.0,0.0,112.0
2018,Uttar Pradesh,Pilibhit,46.0,38.0,0.0,275.0
2018,Uttar Pradesh,Pratapgarh,37.0,32.0,6.0,235.0
2018,Uttar Pradesh,Rae Bareli,62.0,28.0,0.0,0.0
2018,Uttar Pradesh,Rampur,52.0,13.0,0.0,0.0
2018,Uttar Pradesh,Saharanpur,20.0,28.0,35.0,117.0
2018,Uttar Pradesh,Sambhal,22.0,22.0,0.0,133.0
2018,Uttar Pradesh,Sant Kabir Nagar,27.0,15.0,0.0,79.0
2018,Uttar Pradesh,Shahjahanpur,17.0,55.0,0.0,230.0
2018,Uttar Pradesh,Shamli,27.0,8.0,0.0,119.0
2018,Uttar Pradesh,Shrawasti,13.0,13.0,0.0,3.0
2018,Uttar Pradesh,Siddharthnagar,12.0,14.0,4.0,5.0
2018,Uttar Pradesh,Sitapur,149.0,84.0,0.0,252.0
2018,Uttar Pradesh,Sonbhadra,20.0,15.0,0.0,6.0
2018,Uttar Pradesh,Bhadohi,2.0,10.0,12.0,5.0
2018,Uttar Pradesh,Sultanpur,22.0,22.0,0.0,34.0
2018,Uttar Pradesh,Unnao,29.0,58.0,80.0,280.0
2018,Uttar Pradesh,Varanasi,28.0,36.0,0.0,539.0
2018,Uttarakhand,Almora,1.0,1.0,2.0,5.0
2018,Uttarakhand,Bageshwar,1.0,1.0,0.0,0.0
2018,Uttarakhand,Chamoli,2.0,1.0,0.0,0.0
2018,Uttarakhand,Champawat,5.0,2.0,0.0,0.0
2018,Uttarakhand,Dehradun,88.0,12.0,0.0,216.0
2018,Uttarakhand,Haridwar,56.0,22.0,117.0,201.0
2018,Uttarakhand,Nainital,11.0,7.0,7.0,49.0
2018,Uttarakhand,Pauri Garhwal,5.0,1.0,3.0,18.0
2018,Uttarakhand,Pithoragarh,5.0,2.0,2.0,11.0
2018,Uttarakhand,Rudra Prayag,3.0,0.0,0.0,2.0
2018,Uttarakhand,Tehri Garhwal,7.0,3.0,0.0,1.0
2018,Uttarakhand,Uttar Kashi,0.0,0.0,4.0,17.0
2018,Uttarakhand,Dehradun,0.0,0.0,0.0,0.0
2018,West Bengal,Alipurduar,35.0,10.0,128.0,160.0
2018,West Bengal,Paschim Bardhaman,15.0,12.0,23.0,517.0
2018,West Bengal,Bankura,13.0,18.0,20.0,189.0
2018,West Bengal,North 24 Parganas,54.0,18.0,53.0,1338.0
2018,West Bengal,North 24 Parganas,6.0,3.0,32.0,219.0
2018,West Bengal,Birbhum,49.0,9.0,48.0,228.0
2018,West Bengal,Cooch Behar,47.0,28.0,42.0,337.0
2018,West Bengal,Dakshin Dinajpur,13.0,9.0,8.0,67.0
2018,West Bengal,Darjeeling,8.0,5.0,36.0,84.0
2018,West Bengal,Hooghly,17.0,21.0,89.0,535.0
2018,West Bengal,Howrah,0.0,1.0,1.0,0.0
2018,West Bengal,Howrah,11.0,7.0,25.0,354.0
2018,West Bengal,Howrah,15.0,5.0,27.0,689.0
2018,West Bengal,Jalpaiguri,32.0,20.0,114.0,125.0
2018,West Bengal,Jhargram,8.0,2.0,31.0,72.0
2018,West Bengal,Paschim Medinipur,0.0,0.0,0.0,1.0
2018,West Bengal,Kolkata,14.0,7.0,227.0,946.0
2018,West Bengal,Malda,77.0,15.0,197.0,883.0
2018,West Bengal,Murshidabad,192.0,39.0,141.0,1206.0
2018,West Bengal,Nadia,42.0,49.0,134.0,883.0
2018,West Bengal,Paschim Medinipur,50.0,9.0,20.0,447.0
2018,West Bengal,Purba Medinipur,42.0,12.0,129.0,697.0
2018,West Bengal,Purulia,9.0,4.0,49.0,166.0
2018,West Bengal,Kolkata,1.0,1.0,2.0,2.0
2018,West Bengal,Darjeeling,0.0,0.0,7.0,0.0
2018,West Bengal,Darjeeling,44.0,5.0,20.0,575.0
2018,West Bengal,Uttar Dinajpur,42.0,10.0,29.0,244.0
2018,West Bengal,South 24 Parganas,53.0,31.0,150.0,1697.0
2018,West Bengal,Hooghly,4.0,8.0,0.0,421.0
2018,West Bengal,South 24 Parganas,42.0,10.0,123.0,720.0
2018,West Bengal,Kalimpong,2.0,0.0,17.0,38.0
2018,West Bengal,Purba Bardhaman,28.0,30.0,173.0,471.0
2018,West Bengal,South 24 Parganas,16.0,10.0,9.0,631.0
2018,West Bengal,North 24 Parganas,45.0,24.0,467.0,1315.0
2018,West Bengal,North 24 Parganas,39.0,12.0,260.0,694.0
2018,Andaman And Nicobar Islands,South Andamans,8.0,0.0,0.0,1.0
2018,Andaman And Nicobar Islands,Nicobars,0.0,0.0,0.0,0.0
2018,Chandigarh,Chandigarh,33.0,6.0,98.0,93.0
2018,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,7.0,0.0,0.0,1.0
2018,The Dadra And Nagar Haveli And Daman And Diu,Daman,2.0,0.0,0.0,2.0
2018,The Dadra And Nagar Haveli And Daman And Diu,Diu,0.0,0.0,0.0,2.0
2018,Delhi,Central,67.0,9.0,151.0,101.0
2018,Delhi,North West,2.0,0.0,0.0,0.0
2018,Delhi,East,110.0,4.0,218.0,269.0
2018,Delhi,New Delhi,0.0,0.0,0.0,0.0
2018,Delhi,New Delhi,0.0,0.0,0.0,0.0
2018,Delhi,North West,0.0,0.0,1.0,0.0
2018,Delhi,New Delhi,13.0,0.0,22.0,21.0
2018,Delhi,North,52.0,3.0,138.0,164.0
2018,Delhi,North East,81.0,18.0,332.0,287.0
2018,Delhi,North West,138.0,14.0,316.0,353.0
2018,Delhi,North West,108.0,24.0,472.0,409.0
2018,Delhi,New Delhi,1.0,0.0,5.0,0.0
2018,Delhi,South,95.0,15.0,290.0,250.0
2018,Delhi,South East,105.0,16.0,299.0,174.0
2018,Delhi,South West,95.0,7.0,182.0,109.0
2018,Delhi,North West,1.0,0.0,0.0,0.0
2018,Delhi,New Delhi,0.0,0.0,0.0,87.0
2018,Delhi,New Delhi,0.0,0.0,0.0,0.0
2018,Delhi,West,92.0,7.0,199.0,381.0
2018,Delhi,North West,93.0,10.0,368.0,345.0
2018,Delhi,Shahdara,59.0,8.0,155.0,162.0
2018,Delhi,South West,103.0,18.0,332.0,304.0
2018,Lakshadweep,Lakshadweep District,2.0,0.0,0.0,1.0
2018,Puducherry,Karaikal,0.0,0.0,0.0,0.0
