year,state_name,district_name,kidnapping_and_abduction,dowry_deaths,cruelty_by_husband_or_his_relatives,murder_with_rape_gang_rape
2017,Andhra Pradesh,Ananthapuramu,11.0,14.0,471.0,0.0
2017,Andhra Pradesh,Chittoor,5.0,8.0,212.0,0.0
2017,Andhra Pradesh,Y.S.R.,1.0,15.0,481.0,0.0
2017,Andhra Pradesh,East Godavari,10.0,10.0,601.0,0.0
2017,Andhra Pradesh,Ananthapuramu,0.0,3.0,1.0,0.0
2017,Andhra Pradesh,Guntur,7.0,14.0,558.0,0.0
2017,Andhra Pradesh,Guntur,2.0,1.0,335.0,0.0
2017,Andhra Pradesh,Krishna,49.0,14.0,620.0,0.0
2017,Andhra Pradesh,Kurnool,3.0,18.0,313.0,3.0
2017,Andhra Pradesh,Sri Potti Sriramulu Nellore,14.0,6.0,469.0,0.0
2017,Andhra Pradesh,Prakasam,15.0,6.0,598.0,0.0
2017,Andhra Pradesh,East Godavari,0.0,1.0,163.0,0.0
2017,Andhra Pradesh,Srikakulam,0.0,7.0,224.0,1.0
2017,Andhra Pradesh,Tirupati,0.0,7.0,86.0,0.0
2017,Andhra Pradesh,Ntr,9.0,10.0,460.0,0.0
2017,Andhra Pradesh,Ntr,1.0,0.0,1.0,0.0
2017,Andhra Pradesh,Visakhapatnam,16.0,1.0,116.0,0.0
2017,Andhra Pradesh,Visakhapatnam,81.0,7.0,449.0,0.0
2017,Andhra Pradesh,Vizianagaram,6.0,3.0,221.0,1.0
2017,Andhra Pradesh,West Godavari,15.0,7.0,777.0,1.0
2017,Arunachal Pradesh,Anjaw,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Changlang,1.0,0.0,1.0,0.0
2017,Arunachal Pradesh,Papum Pare,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,East Kameng,0.0,0.0,1.0,0.0
2017,Arunachal Pradesh,West Kameng,2.0,0.0,1.0,0.0
2017,Arunachal Pradesh,Kurung Kumey,0.0,0.0,1.0,0.0
2017,Arunachal Pradesh,Lohit,1.0,0.0,3.0,0.0
2017,Arunachal Pradesh,Longding,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Lower Dibang Valley,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Papum Pare,17.0,0.0,30.0,0.0
2017,Arunachal Pradesh,Lower Subansiri,0.0,0.0,2.0,0.0
2017,Arunachal Pradesh,Upper Subansiri,1.0,0.0,5.0,0.0
2017,Arunachal Pradesh,Tawang,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Tirap,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Namsai,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Siang,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Kamle,0.0,0.0,0.0,0.0
2017,Arunachal Pradesh,Lower Siang,0.0,0.0,0.0,0.0
2017,Assam,Kamrup Metro,0.0,0.0,0.0,0.0
2017,Assam,Barpeta,0.0,22.0,792.0,3.0
2017,Assam,Baksa,13.0,3.0,92.0,0.0
2017,Assam,Bongaigaon,2.0,9.0,338.0,1.0
2017,Assam,Cachar,323.0,8.0,457.0,0.0
2017,Assam,Chirang,13.0,0.0,74.0,1.0
2017,Assam,Darrang,0.0,4.0,552.0,0.0
2017,Assam,Dhemaji,0.0,6.0,149.0,5.0
2017,Assam,Dhubri,19.0,15.0,1054.0,1.0
2017,Assam,Dibrugarh,22.0,6.0,299.0,0.0
2017,Assam,Goalpara,45.0,6.0,123.0,0.0
2017,Assam,Golaghat,55.0,1.0,310.0,4.0
2017,Assam,Kamrup Metro,0.0,5.0,688.0,2.0
2017,Assam,Hailakandi,0.0,7.0,273.0,0.0
2017,Assam,West Karbi Anglong,0.0,0.0,15.0,0.0
2017,Assam,Jorhat,25.0,2.0,388.0,0.0
2017,Assam,Kamrup,8.0,3.0,350.0,0.0
2017,Assam,Karbi Anglong,15.0,3.0,69.0,2.0
2017,Assam,Karimganj,22.0,11.0,259.0,1.0
2017,Assam,Kokrajhar,0.0,4.0,168.0,1.0
2017,Assam,Lakhimpur,16.0,7.0,438.0,0.0
2017,Assam,Marigaon,0.0,5.0,355.0,0.0
2017,Assam,Dima Hasao,4.0,0.0,8.0,0.0
2017,Assam,Nagaon,22.0,7.0,963.0,3.0
2017,Assam,Nalbari,40.0,2.0,184.0,0.0
2017,Assam,Kamrup Metro,0.0,0.0,15.0,1.0
2017,Assam,Sivasagar,0.0,4.0,233.0,0.0
2017,Assam,Sonitpur,49.0,0.0,383.0,0.0
2017,Assam,Tinsukia,0.0,4.0,220.0,1.0
2017,Assam,Udalguri,0.0,4.0,40.0,0.0
2017,Assam,Tinsukia,0.0,0.0,0.0,0.0
2017,Assam,Majuli,0.0,0.0,33.0,0.0
2017,Assam,Biswanath,35.0,6.0,111.0,1.0
2017,Assam,Hojai,64.0,10.0,268.0,0.0
2017,Assam,South Salmara Mancachar,0.0,6.0,0.0,0.0
2017,Assam,Charaideo,4.0,1.0,81.0,0.0
2017,Bihar,Araria,0.0,11.0,63.0,0.0
2017,Bihar,Arwal,7.0,6.0,28.0,0.0
2017,Bihar,Aurangabad,2.0,19.0,39.0,0.0
2017,Bihar,Pashchim Champaran,1.0,12.0,30.0,0.0
2017,Bihar,Banka,26.0,20.0,32.0,0.0
2017,Bihar,Begusarai,0.0,20.0,46.0,0.0
2017,Bihar,Pashchim Champaran,22.0,33.0,222.0,0.0
2017,Bihar,Bhagalpur,0.0,13.0,114.0,0.0
2017,Bihar,Bhojpur,44.0,34.0,180.0,0.0
2017,Bihar,Buxar,4.0,18.0,41.0,0.0
2017,Bihar,Darbhanga,0.0,17.0,195.0,0.0
2017,Bihar,Gaya,77.0,49.0,99.0,0.0
2017,Bihar,Gopalganj,0.0,25.0,54.0,0.0
2017,Bihar,Munger,0.0,0.0,0.0,0.0
2017,Bihar,Jamui,0.0,11.0,75.0,0.0
2017,Bihar,Jehanabad,26.0,18.0,31.0,0.0
2017,Bihar,Katihar,0.0,14.0,106.0,0.0
2017,Bihar,Katihar,0.0,0.0,0.0,0.0
2017,Bihar,Khagaria,0.0,10.0,78.0,0.0
2017,Bihar,Kishanganj,4.0,14.0,33.0,0.0
2017,Bihar,Lakhisarai,0.0,11.0,41.0,0.0
2017,Bihar,Madhepura,0.0,11.0,96.0,0.0
2017,Bihar,Madhubani,0.0,39.0,199.0,0.0
2017,Bihar,Purbi Champaran,14.0,59.0,170.0,0.0
2017,Bihar,Munger,0.0,11.0,78.0,0.0
2017,Bihar,Muzaffarpur,59.0,58.0,121.0,0.0
2017,Bihar,Muzaffarpur,3.0,0.0,1.0,0.0
2017,Bihar,Nalanda,20.0,62.0,107.0,0.0
2017,Bihar,Bhagalpur,0.0,9.0,23.0,0.0
2017,Bihar,Nawada,12.0,17.0,54.0,0.0
2017,Bihar,Patna,0.0,97.0,447.0,0.0
2017,Bihar,Patna,0.0,2.0,0.0,0.0
2017,Bihar,Rohtas,41.0,36.0,108.0,0.0
2017,Bihar,Saharsa,0.0,17.0,75.0,0.0
2017,Bihar,Samastipur,40.0,42.0,51.0,0.0
2017,Bihar,Saran,0.0,77.0,78.0,0.0
2017,Bihar,Sheikhpura,8.0,12.0,19.0,0.0
2017,Bihar,Sheohar,0.0,4.0,19.0,0.0
2017,Bihar,Sitamarhi,8.0,28.0,183.0,0.0
2017,Bihar,Siwan,39.0,36.0,148.0,0.0
2017,Bihar,Supaul,0.0,15.0,65.0,0.0
2017,Bihar,Vaishali,36.0,52.0,114.0,0.0
2017,Bihar,Patna,0.0,0.0,0.0,0.0
2017,Chhattisgarh,Balod,20.0,1.0,6.0,1.0
2017,Chhattisgarh,Balrampur Ramanujganj,21.0,3.0,11.0,0.0
2017,Chhattisgarh,Bemetara,23.0,5.0,15.0,1.0
2017,Chhattisgarh,Bilaspur,0.0,4.0,69.0,0.0
2017,Chhattisgarh,Bijapur,7.0,0.0,0.0,0.0
2017,Chhattisgarh,Dakshin Bastar Dantewada,6.0,1.0,4.0,0.0
2017,Chhattisgarh,Dhamtari,7.0,7.0,8.0,0.0
2017,Chhattisgarh,Durg,140.0,6.0,63.0,0.0
2017,Chhattisgarh,Gariyaband,5.0,0.0,5.0,0.0
2017,Chhattisgarh,Raipur,5.0,0.0,1.0,0.0
2017,Chhattisgarh,Bastar,0.0,0.0,9.0,0.0
2017,Chhattisgarh,Janjgir-Champa,62.0,6.0,56.0,0.0
2017,Chhattisgarh,Jashpur,35.0,0.0,5.0,0.0
2017,Chhattisgarh,Kabeerdham,33.0,2.0,14.0,0.0
2017,Chhattisgarh,Uttar Bastar Kanker,31.0,2.0,8.0,0.0
2017,Chhattisgarh,Kondagaon,10.0,0.0,5.0,0.0
2017,Chhattisgarh,Korba,38.0,6.0,46.0,0.0
2017,Chhattisgarh,Korea,64.0,0.0,28.0,0.0
2017,Chhattisgarh,Mahasamund,39.0,7.0,12.0,1.0
2017,Chhattisgarh,Mungeli,21.0,5.0,26.0,0.0
2017,Chhattisgarh,Narayanpur,9.0,0.0,1.0,0.0
2017,Chhattisgarh,Raigarh,0.0,6.0,26.0,0.0
2017,Chhattisgarh,Raipur,234.0,5.0,82.0,0.0
2017,Chhattisgarh,Rajnandgaon,77.0,0.0,27.0,0.0
2017,Chhattisgarh,Surguja,39.0,1.0,12.0,0.0
2017,Chhattisgarh,Sukma,0.0,1.0,1.0,0.0
2017,Chhattisgarh,Surajpur,16.0,3.0,22.0,0.0
2017,Goa,North Goa,30.0,0.0,10.0,0.0
2017,Goa,South Goa,19.0,1.0,10.0,2.0
2017,Goa,North Goa,1.0,0.0,1.0,0.0
2017,Gujarat,Ahmadabad,35.0,2.0,667.0,0.0
2017,Gujarat,Ahmadabad,0.0,1.0,54.0,0.0
2017,Gujarat,Amreli,7.0,0.0,72.0,1.0
2017,Gujarat,Anand,2.0,0.0,92.0,0.0
2017,Gujarat,Arvalli,30.0,0.0,49.0,0.0
2017,Gujarat,Banas Kantha,74.0,2.0,94.0,0.0
2017,Gujarat,Bharuch,12.0,0.0,43.0,0.0
2017,Gujarat,Bhavnagar,2.0,0.0,88.0,0.0
2017,Gujarat,Botad,1.0,0.0,16.0,0.0
2017,Gujarat,Chhotaudepur,0.0,0.0,7.0,0.0
2017,Gujarat,Gandhinagar,0.0,0.0,0.0,0.0
2017,Gujarat,Dohad,13.0,0.0,119.0,1.0
2017,Gujarat,Dang,1.0,0.0,0.0,0.0
2017,Gujarat,Devbhumi Dwarka,4.0,0.0,90.0,0.0
2017,Gujarat,Gandhinagar,6.0,0.0,116.0,0.0
2017,Gujarat,Gir Somnath,5.0,0.0,110.0,0.0
2017,Gujarat,Jamnagar,0.0,0.0,81.0,0.0
2017,Gujarat,Junagadh,4.0,0.0,150.0,0.0
2017,Gujarat,Kachchh,8.0,0.0,51.0,0.0
2017,Gujarat,Kachchh,5.0,0.0,68.0,0.0
2017,Gujarat,Kheda,30.0,0.0,22.0,0.0
2017,Gujarat,Mahisagar,25.0,0.0,47.0,0.0
2017,Gujarat,Mahesana,33.0,0.0,103.0,0.0
2017,Gujarat,Morbi,1.0,0.0,31.0,0.0
2017,Gujarat,Narmada,0.0,0.0,8.0,0.0
2017,Gujarat,Navsari,9.0,0.0,18.0,0.0
2017,Gujarat,Panch Mahals,4.0,0.0,65.0,0.0
2017,Gujarat,Patan,4.0,0.0,45.0,0.0
2017,Gujarat,Porbandar,8.0,1.0,42.0,0.0
2017,Gujarat,Rajkot,0.0,0.0,157.0,0.0
2017,Gujarat,Rajkot,5.0,0.0,133.0,0.0
2017,Gujarat,Sabar Kantha,32.0,0.0,104.0,0.0
2017,Gujarat,Surat,4.0,0.0,217.0,1.0
2017,Gujarat,Surat,7.0,1.0,34.0,1.0
2017,Gujarat,Surendranagar,0.0,1.0,46.0,0.0
2017,Gujarat,Tapi,0.0,0.0,7.0,0.0
2017,Gujarat,Vadodara,0.0,1.0,161.0,0.0
2017,Gujarat,Vadodara,3.0,0.0,6.0,0.0
2017,Gujarat,Valsad,23.0,0.0,9.0,0.0
2017,Haryana,Ambala,0.0,8.0,107.0,0.0
2017,Haryana,Bhiwani,0.0,12.0,79.0,0.0
2017,Haryana,Faridabad,23.0,23.0,473.0,2.0
2017,Haryana,Fatehabad,0.0,4.0,60.0,1.0
2017,Haryana,Ambala,0.0,4.0,0.0,2.0
2017,Haryana,Gurugram,21.0,29.0,242.0,2.0
2017,Haryana,Hisar,1.0,8.0,121.0,1.0
2017,Haryana,Jhajjar,0.0,16.0,199.0,0.0
2017,Haryana,Jind,0.0,7.0,154.0,0.0
2017,Haryana,Kaithal,0.0,12.0,81.0,0.0
2017,Haryana,Karnal,0.0,13.0,120.0,0.0
2017,Haryana,Kurukshetra,0.0,4.0,143.0,0.0
2017,Haryana,Mahendragarh,0.0,9.0,55.0,0.0
2017,Haryana,Palwal,0.0,11.0,137.0,0.0
2017,Haryana,Panchkula,0.0,3.0,50.0,0.0
2017,Haryana,Panipat,0.0,13.0,254.0,0.0
2017,Haryana,Rewari,0.0,11.0,97.0,0.0
2017,Haryana,Rohtak,1.0,15.0,274.0,0.0
2017,Haryana,Sirsa,0.0,2.0,94.0,0.0
2017,Haryana,Sonipat,0.0,14.0,221.0,0.0
2017,Haryana,Yamunanagar,0.0,7.0,157.0,0.0
2017,Haryana,Charki Dadri,0.0,2.0,30.0,0.0
2017,Haryana,Hisar,0.0,3.0,52.0,0.0
2017,Himachal Pradesh,Solan,2.0,1.0,12.0,2.0
2017,Himachal Pradesh,Bilaspur,6.0,0.0,16.0,0.0
2017,Himachal Pradesh,Chamba,0.0,0.0,7.0,1.0
2017,Himachal Pradesh,Shimla,0.0,0.0,0.0,0.0
2017,Himachal Pradesh,Hamirpur,6.0,0.0,5.0,0.0
2017,Himachal Pradesh,Kangra,0.0,0.0,31.0,0.0
2017,Himachal Pradesh,Kinnaur,2.0,0.0,0.0,0.0
2017,Himachal Pradesh,Kullu,17.0,0.0,12.0,0.0
2017,Himachal Pradesh,Mandi,0.0,1.0,44.0,0.0
2017,Himachal Pradesh,Shimla,20.0,0.0,15.0,1.0
2017,Himachal Pradesh,Sirmaur,0.0,0.0,20.0,2.0
2017,Himachal Pradesh,Solan,6.0,1.0,4.0,1.0
2017,Himachal Pradesh,Una,2.0,0.0,25.0,0.0
2017,Jammu And Kashmir,Anantnag,0.0,0.0,16.0,0.0
2017,Jammu And Kashmir,Pulwama,0.0,0.0,5.0,0.0
2017,Jammu And Kashmir,Bandipora,0.0,0.0,2.0,0.0
2017,Jammu And Kashmir,Baramulla,55.0,0.0,46.0,0.0
2017,Jammu And Kashmir,Budgam,0.0,0.0,2.0,0.0
2017,Jammu And Kashmir,Jammu,0.0,0.0,0.0,0.0
2017,Jammu And Kashmir,Srinagar,0.0,0.0,0.0,0.0
2017,Jammu And Kashmir,Doda,32.0,0.0,7.0,0.0
2017,Jammu And Kashmir,Ganderbal,19.0,0.0,10.0,0.0
2017,Jammu And Kashmir,Kupwara,0.0,0.0,4.0,0.0
2017,Jammu And Kashmir,Jammu,0.0,4.0,64.0,0.0
2017,Jammu And Kashmir,Kathua,16.0,2.0,12.0,0.0
2017,Jammu And Kashmir,Kishtwar,10.0,0.0,4.0,0.0
2017,Jammu And Kashmir,Kulgam,0.0,0.0,11.0,0.0
2017,Jammu And Kashmir,Kupwara,0.0,0.0,13.0,0.0
2017,Jammu And Kashmir,Poonch,14.0,0.0,8.0,0.0
2017,Jammu And Kashmir,Pulwama,0.0,0.0,4.0,0.0
2017,Jammu And Kashmir,Reasi,0.0,0.0,0.0,0.0
2017,Jammu And Kashmir,Rajouri,0.0,0.0,42.0,0.0
2017,Jammu And Kashmir,Ramban,12.0,0.0,6.0,0.0
2017,Jammu And Kashmir,Reasi,8.0,0.0,5.0,0.0
2017,Jammu And Kashmir,Samba,8.0,1.0,11.0,0.0
2017,Jammu And Kashmir,Shopian,18.0,0.0,4.0,0.0
2017,Jammu And Kashmir,Baramulla,23.0,0.0,8.0,0.0
2017,Jammu And Kashmir,Srinagar,67.0,0.0,52.0,0.0
2017,Jammu And Kashmir,Udhampur,20.0,1.0,41.0,0.0
2017,Jharkhand,Bokaro,0.0,17.0,70.0,0.0
2017,Jharkhand,West Singhbhum,2.0,4.0,13.0,0.0
2017,Jharkhand,Chatra,9.0,17.0,18.0,0.0
2017,Jharkhand,Deoghar,0.0,21.0,64.0,0.0
2017,Jharkhand,Dhanbad,0.0,16.0,39.0,0.0
2017,Jharkhand,Dhanbad,0.0,0.0,0.0,0.0
2017,Jharkhand,Dumka,5.0,11.0,16.0,0.0
2017,Jharkhand,Garhwa,0.0,26.0,43.0,0.0
2017,Jharkhand,Giridih,0.0,38.0,49.0,0.0
2017,Jharkhand,Godda,0.0,4.0,126.0,0.0
2017,Jharkhand,Gumla,0.0,0.0,13.0,0.0
2017,Jharkhand,Hazaribagh,10.0,22.0,39.0,0.0
2017,Jharkhand,East Singhbum,10.0,12.0,70.0,0.0
2017,Jharkhand,East Singhbum,1.0,0.0,0.0,0.0
2017,Jharkhand,Jamtara,0.0,5.0,90.0,0.0
2017,Jharkhand,Khunti,0.0,7.0,3.0,0.0
2017,Jharkhand,Koderma,0.0,5.0,24.0,0.0
2017,Jharkhand,Latehar,0.0,4.0,5.0,0.0
2017,Jharkhand,Lohardaga,0.0,1.0,13.0,0.0
2017,Jharkhand,Pakur,0.0,0.0,16.0,0.0
2017,Jharkhand,Palamu,0.0,21.0,88.0,6.0
2017,Jharkhand,Ramgarh,5.0,7.0,14.0,0.0
2017,Jharkhand,Ranchi,0.0,0.0,0.0,0.0
2017,Jharkhand,Sahebganj,0.0,4.0,144.0,0.0
2017,Jharkhand,Saraikela Kharsawan,2.0,6.0,27.0,0.0
2017,Jharkhand,Simdega,0.0,0.0,14.0,0.0
2017,Karnataka,Bagalkote,3.0,5.0,33.0,1.0
2017,Karnataka,Bengaluru Urban,409.0,48.0,493.0,2.0
2017,Karnataka,Bengaluru Urban,0.0,19.0,61.0,0.0
2017,Karnataka,Belagavi,33.0,4.0,116.0,0.0
2017,Karnataka,Ballari,21.0,7.0,37.0,0.0
2017,Karnataka,Bidar,6.0,9.0,83.0,0.0
2017,Karnataka,Vijayapura,27.0,1.0,105.0,2.0
2017,Karnataka,Chikkaballapura,4.0,10.0,21.0,0.0
2017,Karnataka,Chamarajanagara,0.0,2.0,24.0,0.0
2017,Karnataka,Chikkamagaluru,3.0,6.0,50.0,0.0
2017,Karnataka,Chitradurga,3.0,4.0,48.0,0.0
2017,Karnataka,Dakshina Kannada,0.0,0.0,22.0,0.0
2017,Karnataka,Davangere,8.0,5.0,51.0,0.0
2017,Karnataka,Dharwad,1.0,2.0,19.0,1.0
2017,Karnataka,Gadag,4.0,0.0,28.0,0.0
2017,Karnataka,Kalaburagi,13.0,7.0,105.0,0.0
2017,Karnataka,Hassan,39.0,9.0,57.0,0.0
2017,Karnataka,Haveri,7.0,8.0,39.0,0.0
2017,Karnataka,Dharwad,2.0,2.0,48.0,0.0
2017,Karnataka,Belagavi,1.0,5.0,5.0,0.0
2017,Karnataka,Kodagu,0.0,1.0,22.0,0.0
2017,Karnataka,Kolar,2.0,7.0,23.0,0.0
2017,Karnataka,Koppal,0.0,3.0,49.0,0.0
2017,Karnataka,Mandya,17.0,5.0,69.0,0.0
2017,Karnataka,Dakshina Kannada,0.0,1.0,52.0,0.0
2017,Karnataka,Mysuru,1.0,4.0,29.0,0.0
2017,Karnataka,Mysuru,7.0,6.0,72.0,1.0
2017,Karnataka,Raichur,8.0,3.0,133.0,0.0
2017,Karnataka,Bengaluru Urban,3.0,0.0,1.0,0.0
2017,Karnataka,Ramanagara,4.0,9.0,55.0,0.0
2017,Karnataka,Shivamogga,60.0,1.0,191.0,0.0
2017,Karnataka,Tumakuru,30.0,8.0,36.0,0.0
2017,Karnataka,Udupi,2.0,2.0,31.0,0.0
2017,Karnataka,Uttara Kannada,1.0,0.0,30.0,0.0
2017,Karnataka,Yadgir,0.0,3.0,50.0,0.0
2017,Karnataka,Belagavi,12.0,0.0,44.0,0.0
2017,Kerala,Alappuzha,9.0,0.0,117.0,0.0
2017,Kerala,Ernakulam,1.0,0.0,108.0,0.0
2017,Kerala,Ernakulam,10.0,0.0,156.0,0.0
2017,Kerala,Idukki,2.0,1.0,120.0,2.0
2017,Kerala,Kannur,1.0,1.0,138.0,0.0
2017,Kerala,Kasaragod,0.0,0.0,115.0,0.0
2017,Kerala,Kollam,2.0,1.0,153.0,0.0
2017,Kerala,Kollam,8.0,1.0,145.0,1.0
2017,Kerala,Kottayam,4.0,0.0,101.0,0.0
2017,Kerala,Kozhikode,4.0,0.0,124.0,0.0
2017,Kerala,Kozhikode,1.0,0.0,248.0,1.0
2017,Kerala,Malappuram,5.0,4.0,364.0,0.0
2017,Kerala,Palakkad,3.0,0.0,203.0,0.0
2017,Kerala,Pathanamthitta,0.0,0.0,83.0,0.0
2017,Kerala,Thiruvananthapuram,0.0,0.0,0.0,0.0
2017,Kerala,Thrissur,0.0,0.0,69.0,0.0
2017,Kerala,Thrissur,4.0,0.0,239.0,0.0
2017,Kerala,Thiruvananthapuram,4.0,0.0,78.0,0.0
2017,Kerala,Thiruvananthapuram,2.0,4.0,207.0,0.0
2017,Kerala,Wayanad,4.0,0.0,86.0,0.0
2017,Kerala,Thiruvananthapuram,0.0,0.0,2.0,0.0
2017,Madhya Pradesh,Agar-Malwa,4.0,3.0,19.0,0.0
2017,Madhya Pradesh,Alirajpur,0.0,3.0,10.0,0.0
2017,Madhya Pradesh,Anuppur,45.0,4.0,78.0,0.0
2017,Madhya Pradesh,Ashoknagar,31.0,13.0,81.0,1.0
2017,Madhya Pradesh,Balaghat,118.0,9.0,65.0,0.0
2017,Madhya Pradesh,Barwani,30.0,5.0,25.0,0.0
2017,Madhya Pradesh,Betul,0.0,15.0,105.0,1.0
2017,Madhya Pradesh,Bhind,52.0,30.0,106.0,0.0
2017,Madhya Pradesh,Bhopal,288.0,23.0,439.0,0.0
2017,Madhya Pradesh,Bhopal,4.0,0.0,2.0,0.0
2017,Madhya Pradesh,Burhanpur,30.0,0.0,25.0,1.0
2017,Madhya Pradesh,Chhatarpur,0.0,22.0,109.0,2.0
2017,Madhya Pradesh,Chhindwara,186.0,19.0,186.0,0.0
2017,Madhya Pradesh,Damoh,70.0,18.0,104.0,0.0
2017,Madhya Pradesh,Datia,42.0,7.0,33.0,0.0
2017,Madhya Pradesh,Dewas,66.0,10.0,219.0,0.0
2017,Madhya Pradesh,Dhar,135.0,10.0,74.0,1.0
2017,Madhya Pradesh,Dindori,58.0,2.0,105.0,0.0
2017,Madhya Pradesh,Guna,47.0,9.0,117.0,0.0
2017,Madhya Pradesh,Gwalior,124.0,43.0,234.0,3.0
2017,Madhya Pradesh,Harda,44.0,1.0,72.0,0.0
2017,Madhya Pradesh,Narmadapuram,68.0,7.0,115.0,0.0
2017,Madhya Pradesh,Indore,302.0,21.0,368.0,0.0
2017,Madhya Pradesh,Indore,0.0,0.0,1.0,0.0
2017,Madhya Pradesh,Jabalpur,320.0,27.0,247.0,1.0
2017,Madhya Pradesh,Jabalpur,1.0,2.0,0.0,0.0
2017,Madhya Pradesh,Jhabua,207.0,0.0,29.0,0.0
2017,Madhya Pradesh,Katni,68.0,18.0,132.0,0.0
2017,Madhya Pradesh,Khandwa (East Nimar),34.0,2.0,38.0,0.0
2017,Madhya Pradesh,Khargone (West Nimar),45.0,3.0,77.0,2.0
2017,Madhya Pradesh,Mandla,83.0,5.0,42.0,1.0
2017,Madhya Pradesh,Mandsaur,42.0,4.0,31.0,0.0
2017,Madhya Pradesh,Morena,32.0,35.0,225.0,0.0
2017,Madhya Pradesh,Narsimhapur,71.0,16.0,157.0,0.0
2017,Madhya Pradesh,Neemuch,23.0,1.0,25.0,0.0
2017,Madhya Pradesh,Panna,95.0,19.0,31.0,0.0
2017,Madhya Pradesh,Raisen,80.0,12.0,84.0,0.0
2017,Madhya Pradesh,Rajgarh,64.0,7.0,98.0,0.0
2017,Madhya Pradesh,Ratlam,90.0,3.0,164.0,0.0
2017,Madhya Pradesh,Rewa,206.0,35.0,116.0,1.0
2017,Madhya Pradesh,Sagar,0.0,28.0,304.0,0.0
2017,Madhya Pradesh,Satna,0.0,23.0,144.0,1.0
2017,Madhya Pradesh,Seoni,81.0,9.0,123.0,1.0
2017,Madhya Pradesh,Shahdol,86.0,11.0,282.0,1.0
2017,Madhya Pradesh,Shajapur,18.0,5.0,32.0,1.0
2017,Madhya Pradesh,Sheopur,12.0,3.0,24.0,0.0
2017,Madhya Pradesh,Shivpuri,87.0,15.0,62.0,1.0
2017,Madhya Pradesh,Sidhi,0.0,11.0,24.0,0.0
2017,Madhya Pradesh,Sehore,0.0,10.0,203.0,0.0
2017,Madhya Pradesh,Singrauli,34.0,12.0,129.0,1.0
2017,Madhya Pradesh,Tikamgarh,13.0,21.0,121.0,1.0
2017,Madhya Pradesh,Ujjain,89.0,5.0,279.0,0.0
2017,Madhya Pradesh,Umaria,0.0,4.0,48.0,0.0
2017,Madhya Pradesh,Vidisha,0.0,12.0,136.0,0.0
2017,Madhya Pradesh,Indore,0.0,0.0,0.0,0.0
2017,Maharashtra,Ahmednagar,166.0,14.0,239.0,1.0
2017,Maharashtra,Akola,27.0,9.0,185.0,0.0
2017,Maharashtra,Amravati,64.0,2.0,170.0,0.0
2017,Maharashtra,Amravati,76.0,4.0,175.0,15.0
2017,Maharashtra,Chhatrapati Sambhajinagar,77.0,4.0,227.0,0.0
2017,Maharashtra,Chhatrapati Sambhajinagar,26.0,14.0,162.0,0.0
2017,Maharashtra,Beed,55.0,12.0,280.0,0.0
2017,Maharashtra,Bhandara,77.0,0.0,31.0,0.0
2017,Maharashtra,Buldhana,34.0,10.0,145.0,1.0
2017,Maharashtra,Chandrapur,58.0,7.0,136.0,1.0
2017,Maharashtra,Dhule,0.0,5.0,244.0,0.0
2017,Maharashtra,Gadchiroli,25.0,0.0,10.0,1.0
2017,Maharashtra,Gondia,59.0,3.0,40.0,0.0
2017,Maharashtra,Hingoli,17.0,4.0,63.0,0.0
2017,Maharashtra,Jalgaon,5.0,3.0,227.0,1.0
2017,Maharashtra,Jalna,12.0,11.0,215.0,1.0
2017,Maharashtra,Kolhapur,71.0,8.0,96.0,1.0
2017,Maharashtra,Latur,51.0,9.0,187.0,0.0
2017,Maharashtra,Mumbai,1225.0,11.0,558.0,0.0
2017,Maharashtra,Mumbai,0.0,1.0,0.0,0.0
2017,Maharashtra,Nagpur,293.0,8.0,212.0,0.0
2017,Maharashtra,Nagpur,9.0,2.0,0.0,0.0
2017,Maharashtra,Nagpur,143.0,5.0,64.0,0.0
2017,Maharashtra,Nanded,62.0,11.0,204.0,0.0
2017,Maharashtra,Nandurbar,0.0,0.0,61.0,0.0
2017,Maharashtra,Nashik,167.0,2.0,131.0,0.0
2017,Maharashtra,Nashik,41.0,7.0,243.0,0.0
2017,Maharashtra,Mumbai Suburban,132.0,1.0,119.0,0.0
2017,Maharashtra,Dharashiv,26.0,8.0,73.0,0.0
2017,Maharashtra,Palghar,267.0,1.0,63.0,0.0
2017,Maharashtra,Parbhani,36.0,4.0,178.0,0.0
2017,Maharashtra,Pune,486.0,7.0,332.0,2.0
2017,Maharashtra,Pune,2.0,0.0,0.0,0.0
2017,Maharashtra,Pune,323.0,6.0,247.0,1.0
2017,Maharashtra,Raigad,55.0,0.0,39.0,0.0
2017,Maharashtra,Ratnagiri,47.0,1.0,13.0,0.0
2017,Maharashtra,Sangli,94.0,7.0,92.0,0.0
2017,Maharashtra,Satara,135.0,2.0,138.0,0.0
2017,Maharashtra,Sindhudurg,7.0,1.0,2.0,0.0
